,phi1_right,PHI_right,phi2_right,phi1_left,PHI_left,phi2_left,misorientation,mis_x_right,mis_y_right,mis_z_right,mis_x_left,mis_y_left,mis_z_left,Length,Trace,x_start,y_start,x_end,y_end,gbID_right,gbID_left,Sigma,Distance_Center,Void_id,x_junction,y_junction,Rebuild_len,Junction,Prox_par,Void,Void_Parameter
29211,5.517,0.566,1.151,5.527,0.835,1.203,15.81,-11.0,25.0,-6.0,-11.0,25.0,-6.0,15.535,104.9,575.0,349.3,579.0,364.31,1570.0,1518.0,5.83055,16.02149029154998,19.0,579.158867742891,365.66215301286377,1.5565902889892678,2.0,0.1429303326895454,1,0.7
29240,1.043,0.738,5.941,0.555,0.631,6.236,19.19,2.0,15.0,4.0,2.0,15.0,4.0,8.327,76.1,582.0,400.68,584.0,392.6,1810.0,1843.0,4.80944,12.10218253968253,19.0,-1.0,-1.0,-1.0,0.0,0.1827850821795208,1,0.9
29262,0.555,0.631,6.236,1.066,0.749,5.903,20.03,-2.0,-16.0,-3.0,-2.0,-16.0,-3.0,9.866,84.2,586.0,404.15,587.0,394.33,1843.0,1657.0,5.57651,14.679926164080978,19.0,-1.0,-1.0,-1.0,0.0,0.12017291613774445,1,0.8
29268,1.066,0.749,5.903,5.527,0.835,1.203,34.32,14.0,-17.0,9.0,14.0,-17.0,9.0,34.176,174.2,587.0,366.62,621.0,370.08,1657.0,1518.0,5.71911,13.610265188462261,19.0,579.158867742891,365.66215301286394,7.3219226242597,2.0,0.5059849436824871,1,0.8
29622,3.259,0.199,3.286,5.212,0.786,0.405,48.21,10.0,-22.0,-15.0,10.0,-22.0,-15.0,11.547,90.0,667.0,799.63,667.0,811.18,4935.0,4949.0,4.48442,6.229732951539015,4.0,-1.0,-1.0,-1.0,0.0,1.0,1,1.0
29784,1.641,0.409,5.268,4.519,0.699,0.999,59.08,-8.0,5.0,-7.0,-8.0,5.0,-7.0,8.327,16.1,703.0,508.65,711.0,506.34,3695.0,3224.0,4.2775,7.938406867474891,11.0,709.9093750000001,506.0912698412699,0.0,3.0,0.3148115647244409,1,0.8
29791,3.845,0.444,2.848,2.389,0.679,3.882,45.33,1.0,-27.0,9.0,1.0,-27.0,9.0,16.166,171.8,704.0,411.07,720.0,413.38,1868.0,1929.0,4.63482,7.787166189423769,17.0,732.7359565548782,414.29178765001933,13.01925571859801,2.0,0.7656572318134294,1,0.9
29792,2.389,0.679,3.882,4.213,0.665,1.407,47.55,11.0,-9.0,-4.0,11.0,-9.0,-4.0,18.583,156.2,704.0,424.93,721.0,432.44,1929.0,2027.0,3.30434,14.966842164766016,17.0,720.9328125000001,432.3779761904762,0.0,3.0,0.3231366455161061,1,0.3
29837,4.519,0.699,0.999,2.013,0.504,3.499,57.36,-14.0,-13.0,10.0,-14.0,-13.0,10.0,20.232,87.2,711.0,506.34,712.0,486.13,3224.0,3405.0,5.91918,7.938406867474891,11.0,709.9093750000001,506.0912698412699,0.0,3.0,0.15743790559908402,1,0.8
29838,2.013,0.504,3.499,1.641,0.409,5.268,13.31,-15.0,-10.0,13.0,-15.0,-10.0,13.0,7.024,175.3,711.0,506.34,718.0,506.91,3405.0,3695.0,5.69147,7.383235834742422,11.0,709.9093750000001,506.0912698412699,0.0,3.0,0.3858883956306299,1,1.0
29839,4.064,0.83,2.155,3.845,0.444,2.848,37.27,-7.0,-10.0,-15.0,-7.0,-10.0,-15.0,13.317,154.3,712.0,400.68,724.0,406.45,1803.0,1868.0,5.78728,12.301360461203233,17.0,-1.0,-1.0,-1.0,0.0,0.2439916904116169,1,0.7
29853,2.27,0.55,3.935,2.389,0.679,3.882,8.76,28.0,-8.0,-9.0,28.0,-8.0,-9.0,8.0,60.0,715.0,422.04,719.0,415.11,1950.0,1929.0,5.87437,7.391870648194801,17.0,-1.0,-1.0,-1.0,0.0,0.25979078242402,1,1.0
29861,1.641,0.409,5.268,0.213,0.597,6.069,47.12,-12.0,11.0,12.0,-12.0,11.0,12.0,22.539,152.5,718.0,506.91,738.0,517.31,3695.0,3483.0,5.24324,7.383235834742422,11.0,-1.0,-1.0,-1.0,0.0,0.3364892066678592,1,1.0
29862,0.213,0.597,6.069,2.013,0.504,3.499,59.77,-1.0,1.0,1.0,-1.0,1.0,1.0,16.773,33.4,718.0,506.91,732.0,497.68,3483.0,3405.0,5.86981,7.383235834742422,11.0,-1.0,-1.0,-1.0,0.0,0.16778195800364243,1,1.0
29871,4.213,0.665,1.407,2.054,0.631,4.686,56.6,-18.0,-10.0,19.0,-18.0,-10.0,19.0,14.189,110.6,721.0,432.44,726.0,445.71,2027.0,2048.0,2.99166,14.966842164766016,17.0,720.9328125000001,432.3779761904762,0.0,3.0,0.06976134293679817,1,0.3
29872,2.054,0.631,4.686,2.389,0.679,3.882,32.96,5.0,1.0,13.0,5.0,1.0,13.0,12.22,10.9,721.0,432.44,733.0,430.13,2048.0,1929.0,5.83758,12.837035385333987,17.0,720.9328125000001,432.3779761904762,0.0,3.0,0.39676347575395915,1,0.7
29887,3.968,0.601,2.611,4.064,0.83,2.155,25.72,8.0,13.0,24.0,8.0,13.0,24.0,8.0,180.0,728.0,406.45,736.0,406.45,1894.0,1803.0,5.79126,12.301360461203233,17.0,735.26328125,405.9732142857143,0.0,2.0,0.25974025974026343,1,0.7
29905,6.175,0.381,0.014,0.186,0.39,6.062,6.7,1.0,-27.0,-9.0,1.0,-27.0,-9.0,10.0,180.0,731.0,579.08,741.0,579.08,3873.0,3924.0,3.18703,4.409375000000068,9.0,-1.0,-1.0,-1.0,0.0,0.2789171130226711,1,1.0
29921,3.968,0.601,2.611,3.774,0.058,2.724,31.47,-6.0,-4.0,1.0,-6.0,-4.0,1.0,7.024,64.7,733.0,412.81,736.0,406.45,1894.0,1895.0,5.73415,8.602716805551022,17.0,735.26328125,405.9732142857143,0.0,2.0,0.22831301803610707,1,0.8
29950,3.774,0.058,2.724,2.447,0.576,3.92,32.98,15.0,-21.0,5.0,15.0,-21.0,5.0,8.0,120.0,738.0,421.47,742.0,428.39,1895.0,2017.0,5.89132,12.566960644825368,17.0,732.7359565548782,414.29178765001944,8.519265906558383,2.0,0.4225066538683198,1,0.7
29960,4.064,0.83,2.155,5.561,0.927,0.951,27.58,20.0,-2.0,5.0,20.0,-2.0,5.0,20.033,56.7,739.0,405.88,750.0,389.13,1803.0,1824.0,4.08194,18.689198854616965,17.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.2
29995,6.175,0.381,0.014,0.186,0.39,6.062,6.7,1.0,-27.0,-9.0,1.0,-27.0,-9.0,19.698,15.3,750.0,577.35,769.0,572.15,3873.0,3924.0,5.44492,4.927913765463099,9.0,-1.0,-1.0,-1.0,0.0,0.20528442840172703,1,1.0
30088,4.18,0.636,1.893,6.236,0.536,0.134,52.83,9.0,-4.0,-6.0,9.0,-4.0,-6.0,11.547,30.0,771.0,460.15,781.0,454.37,2040.0,2420.0,5.704,8.887113598340271,14.0,-1.0,-1.0,-1.0,0.0,0.06637169720685358,1,0.9
30152,4.18,0.636,1.893,5.381,0.698,0.147,59.04,-17.0,-9.0,19.0,-17.0,-9.0,19.0,21.633,106.1,787.0,428.97,793.0,449.76,2040.0,2041.0,5.55914,6.418517692666994,14.0,793.205224609375,450.84068080357144,2.0554854075665063,2.0,0.38752599919514963,1,1.0
30208,5.381,0.698,0.147,6.236,0.536,0.134,49.15,1.0,-6.0,-8.0,1.0,-6.0,-8.0,9.866,155.8,796.0,452.64,805.0,456.68,2041.0,2420.0,5.68944,6.970478386963244,14.0,793.205224609375,450.84068080357144,3.0029474508290863,2.0,0.3278018929146428,1,1.0
30346,3.214,0.165,3.117,3.705,0.184,2.76,8.83,0.0,17.0,-25.0,0.0,17.0,-25.0,26.102,163.3,835.0,679.54,860.0,687.05,4443.0,4423.0,3.75414,13.438250635609206,6.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.8
30362,2.337,0.638,4.511,3.214,0.165,3.117,44.45,-5.0,21.0,21.0,-5.0,21.0,21.0,34.775,18.4,832.0,714.76,865.0,703.79,4543.0,4443.0,5.85617,6.418517692666935,6.0,870.8515625,700.8263888888889,6.970478386963261,2.0,0.615720840387052,1,0.9
30487,3.214,0.165,3.117,3.912,0.816,2.674,41.55,21.0,19.0,-8.0,21.0,19.0,-8.0,9.165,109.1,860.0,687.05,863.0,695.71,4443.0,4448.0,5.44285,5.934710588421154,6.0,-1.0,-1.0,-1.0,0.0,0.3821092509685967,1,1.0
30550,2.614,0.389,2.924,3.912,0.816,2.674,58.86,-13.0,16.0,17.0,-13.0,16.0,17.0,10.0,180.0,876.0,700.9,886.0,700.9,4533.0,4448.0,5.55854,8.392666700207812,6.0,870.8515625,700.8263888888889,4.409375000000068,2.0,0.335305364410787,1,0.9
30648,3.014,0.714,3.31,2.924,0.412,3.375,17.54,-25.0,1.0,1.0,-25.0,1.0,1.0,29.597,144.2,928.0,338.33,952.0,355.65,1397.0,1549.0,5.91223,10.839185773030067,20.0,-1.0,-1.0,-1.0,0.0,0.1999031045010784,1,0.9
30708,3.486,0.68,2.043,2.924,0.412,3.375,46.93,6.0,-11.0,23.0,6.0,-11.0,23.0,11.719,20.2,924.0,382.21,935.0,378.16,1760.0,1549.0,5.79417,17.13176561673229,20.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.8
30772,2.924,0.412,3.375,0.882,0.706,4.853,59.37,-20.0,-19.0,11.0,-20.0,-19.0,11.0,8.718,36.6,935.0,378.16,942.0,372.97,1549.0,1720.0,5.87389,9.470503386673974,20.0,-1.0,-1.0,-1.0,0.0,0.14985338942111096,1,1.0
30847,1.156,0.517,4.869,3.014,0.714,3.31,47.68,-16.0,6.0,-9.0,-16.0,6.0,-9.0,26.633,154.3,954.0,357.96,978.0,369.5,1607.0,1397.0,5.89246,10.15170988414297,20.0,-1.0,-1.0,-1.0,0.0,0.18094769572042865,1,1.0
31201,3.465,0.608,2.846,4.527,0.356,2.234,36.06,-17.0,10.0,-13.0,-17.0,10.0,-13.0,18.148,7.3,1027.0,252.3,1045.0,249.99,709.0,657.0,5.62305,8.024005957391447,24.0,-1.0,-1.0,-1.0,0.0,0.27398783581795483,1,1.0
31306,2.863,0.651,2.64,4.527,0.356,2.234,49.8,-20.0,-4.0,11.0,-20.0,-4.0,11.0,20.298,9.8,1062.0,236.71,1082.0,233.25,658.0,657.0,4.70842,14.814579168059527,24.0,-1.0,-1.0,-1.0,0.0,0.0,1,0.9
31424,3.465,0.608,2.846,4.527,0.356,2.234,36.06,-17.0,10.0,-13.0,-17.0,10.0,-13.0,26.907,165.1,1062.0,247.11,1088.0,254.03,709.0,657.0,5.56189,9.981910525725862,24.0,-1.0,-1.0,-1.0,0.0,0.13100770421226876,1,0.9
31587,5.737,0.246,0.107,0.008,0.169,5.678,12.37,13.0,-12.0,22.0,13.0,-12.0,22.0,7.211,13.9,1089.0,460.15,1096.0,458.42,2681.0,2680.0,5.82068,8.599695301698164,13.0,-1.0,-1.0,-1.0,0.0,1.0,1,1.0
31799,6.06,0.649,0.519,0.633,0.285,5.668,34.95,17.0,-17.0,16.0,17.0,-17.0,16.0,13.317,154.3,1121.0,738.43,1133.0,744.2,4540.0,4683.0,5.23657,16.383913309791325,5.0,1139.2355208333333,746.9680435305436,7.827744245239344,2.0,0.3950719915833826,1,1.0
31812,0.633,0.285,5.668,0.517,0.264,6.034,14.68,1.0,4.0,-28.0,1.0,4.0,-28.0,15.875,40.9,1123.0,762.68,1135.0,752.29,4683.0,4772.0,4.09763,18.689198854617047,5.0,1139.2355208333333,746.9680435305436,6.648468702385031,2.0,0.2401618080568251,1,0.9
32020,6.06,0.649,0.519,0.517,0.264,6.034,28.1,11.0,-13.0,3.0,11.0,-13.0,3.0,11.015,177.0,1162.0,743.63,1173.0,744.2,4540.0,4772.0,4.03904,14.990974596456008,5.0,-1.0,-1.0,-1.0,0.0,0.14760908439969156,1,1.0
32021,3.653,0.679,2.705,2.628,0.774,4.316,57.24,10.0,-17.0,21.0,10.0,-17.0,21.0,31.07,135.1,1163.0,124.13,1185.0,146.07,343.0,320.0,5.8617,7.391870648194801,26.0,1183.9171875,145.22619047619048,0.0,2.0,0.011339766289247785,1,1.0
32038,3.909,0.35,2.393,3.653,0.679,2.705,20.64,27.0,6.0,-7.0,27.0,6.0,-7.0,18.583,23.8,1168.0,153.58,1185.0,146.07,364.0,343.0,5.06069,7.391870648194801,26.0,1183.9171875,145.22619047619054,5.684341886080802e-14,2.0,0.015632669979059734,1,1.0
32136,3.909,0.35,2.393,2.628,0.774,4.316,60.63,5.0,-18.0,-18.0,5.0,-18.0,-18.0,13.317,25.7,1194.0,146.65,1206.0,140.87,364.0,320.0,5.84524,3.972178480090483,26.0,-1.0,-1.0,-1.0,0.0,0.18054374072333937,1,1.0
32367,0.29,0.707,6.066,4.094,0.652,2.623,38.81,-10.0,0.0,-19.0,-10.0,0.0,-19.0,8.0,120.0,1252.0,590.05,1256.0,596.98,3955.0,4022.0,4.96781,14.352900321497295,8.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
32476,1.315,0.676,5.348,0.385,0.339,5.733,39.97,-3.0,22.0,18.0,-3.0,22.0,18.0,7.024,4.7,1274.0,617.76,1281.0,617.19,4176.0,4224.0,5.82869,13.262580451169741,8.0,-1.0,-1.0,-1.0,0.0,0.0,1,1.0
32573,5.442,0.95,0.917,1.315,0.676,5.348,13.08,11.0,17.0,-8.0,11.0,17.0,-8.0,9.019,3.7,1297.0,629.89,1306.0,629.31,4344.0,4176.0,5.20246,13.259551722970741,7.0,1317.3855769230768,626.6899420024421,12.305234213086386,2.0,0.5859635339564946,1,1.0
32584,1.426,0.679,5.289,5.442,0.95,0.917,12.3,-18.0,-17.0,-12.0,-18.0,-17.0,-12.0,12.22,10.9,1300.0,631.62,1312.0,629.31,4354.0,4344.0,5.48609,10.144259820425075,7.0,1317.3855769230768,626.6899420024421,5.800135682226925,2.0,0.3212893411536994,1,1.0
33859,4.59,0.671,2.482,4.82,0.705,0.824,10.07,-12.0,23.0,-16.0,-12.0,23.0,-16.0,51.316,47.0,115.0,662.22,150.0,624.69,2671.0,2779.0,5.85774,15.60718418936866,8.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
34265,5.837,0.45,1.134,1.365,0.652,5.539,47.26,-2.0,25.0,12.0,-2.0,25.0,12.0,37.647,154.6,203.0,506.34,237.0,522.5,2217.0,2278.0,3.76858,15.607184189368645,13.0,249.51938236489232,527.7689262058423,14.717308098595444,2.0,0.6309056528700613,1.0,0.9
34349,0.284,0.566,6.251,3.766,0.747,2.474,33.51,-17.0,22.0,-10.0,-17.0,22.0,-10.0,14.422,133.9,232.0,596.98,242.0,607.37,2661.0,2531.0,5.79432,13.650637255402911,7.0,253.24872557349192,618.780517578125,17.359319083473608,2.0,0.8099176207508865,1.0,0.8
34382,3.71,0.764,2.697,1.884,0.656,3.635,39.59,12.0,17.0,17.0,12.0,17.0,17.0,25.325,9.2,242.0,409.92,267.0,405.88,2014.0,1778.0,5.6516,6.774368422818948,16.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
34386,4.821,0.801,1.018,3.766,0.747,2.474,55.68,20.0,-5.0,-18.0,20.0,-5.0,-18.0,9.238,150.0,242.0,607.37,250.0,611.99,2696.0,2531.0,5.89111,5.9814453125,7.0,-1.0,-1.0,-1.0,0.0,0.38815980203860617,1.0,1.0
34410,1.901,0.776,3.688,6.083,0.617,0.073,49.78,11.0,-23.0,4.0,11.0,-23.0,4.0,13.614,17.3,246.0,188.22,259.0,184.17,378.0,377.0,3.57839,12.728356909696643,31.0,-1.0,-1.0,-1.0,0.0,0.21314187333974102,1.0,0.9
34414,0.284,0.566,6.251,4.761,0.405,0.91,60.22,7.0,11.0,12.0,7.0,11.0,12.0,7.024,64.7,247.0,637.97,250.0,631.62,2661.0,2810.0,5.25047,13.1591796875,7.0,253.24872557349192,618.780517578125,12.297337953126924,2.0,0.5166948719801229,1.0,0.8
34425,4.685,0.564,2.237,1.365,0.652,5.539,57.98,-9.0,10.0,10.0,-9.0,10.0,10.0,8.327,76.1,251.0,561.76,253.0,553.68,2437.0,2278.0,4.38557,19.80957799931185,13.0,255.48365092851074,543.8330078125,9.208245592666778,2.0,0.2705584918311404,1.0,0.8
34439,4.812,0.652,1.04,5.837,0.45,1.134,45.39,1.0,-21.0,21.0,1.0,-21.0,21.0,21.939,30.0,255.0,525.97,274.0,515.0,2299.0,2217.0,5.7444,13.548736845637936,13.0,249.51938236489232,527.7689262058424,5.307759222416291,2.0,0.32809370759077433,1.0,1.0
34446,3.766,0.747,2.474,4.901,0.555,0.984,49.83,-22.0,-2.0,17.0,-22.0,-2.0,17.0,9.165,130.9,258.0,615.46,264.0,622.38,2531.0,2750.0,5.24263,8.726088376655058,7.0,-1.0,-1.0,-1.0,0.0,0.2702664663964078,1.0,0.9
34452,4.634,0.774,0.975,0.367,0.45,5.975,41.32,-10.0,11.0,-5.0,-10.0,11.0,-5.0,7.024,64.7,260.0,629.31,263.0,622.96,2772.0,2773.0,4.27387,14.028273983999519,7.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.7
34453,0.367,0.45,5.975,4.761,0.405,0.91,51.06,7.0,20.0,17.0,7.0,20.0,17.0,42.911,155.3,260.0,629.31,299.0,647.21,2773.0,2810.0,5.83826,15.332584285449197,7.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.6
34460,4.812,0.652,1.04,4.685,0.564,2.237,28.15,6.0,-1.0,25.0,6.0,-1.0,25.0,12.49,136.1,261.0,547.91,270.0,556.57,2299.0,2437.0,3.92287,20.39710279070714,13.0,255.48365092851074,543.8330078125,6.1840729566864425,2.0,0.1766877987624698,1.0,0.9
34486,1.901,0.776,3.688,6.083,0.617,0.073,49.78,11.0,-23.0,4.0,11.0,-23.0,4.0,13.614,17.3,267.0,183.02,280.0,178.98,378.0,377.0,3.57839,10.83313693742841,31.0,-1.0,-1.0,-1.0,0.0,0.3108864233125227,1.0,1.0
34487,1.901,0.776,3.688,6.083,0.617,0.073,49.78,11.0,-23.0,4.0,11.0,-23.0,4.0,14.189,69.4,280.0,178.98,285.0,165.7,378.0,377.0,5.74973,18.702784631627868,31.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
34560,0.166,0.28,0.025,4.812,0.652,1.04,50.65,4.0,24.0,17.0,4.0,24.0,17.0,8.327,163.9,287.0,523.66,295.0,525.97,2227.0,2299.0,5.31585,5.358990322383637,14.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
34594,3.766,0.747,2.474,4.713,0.373,1.009,49.38,-9.0,-4.0,10.0,-9.0,-4.0,10.0,39.038,2.5,295.0,571.0,334.0,569.27,2531.0,2391.0,5.84944,13.972635424388828,10.0,-1.0,-1.0,-1.0,0.0,0.181836827941708,1.0,1.0
34753,0.814,0.873,5.834,1.42,0.571,4.289,39.74,9.0,-5.0,-10.0,9.0,-5.0,-10.0,8.083,150.0,343.0,558.3,350.0,562.34,2392.0,2493.0,4.50322,13.641786185941609,10.0,349.4532710280374,562.734375,0.7669836231832208,2.0,0.30099188937008997,1.0,1.0
34793,1.54,0.65,4.273,0.814,0.873,5.834,43.81,-14.0,-16.0,21.0,-14.0,-16.0,21.0,19.218,171.4,355.0,564.07,374.0,566.96,2513.0,2392.0,5.9182,15.332584285449197,10.0,349.4532710280374,562.734375,5.442188840109098,2.0,0.30687450311099007,1.0,0.8
34808,3.766,0.747,2.474,4.021,0.949,2.454,18.05,2.0,15.0,-8.0,2.0,15.0,-8.0,30.089,146.2,359.0,584.86,384.0,601.6,2531.0,2545.0,3.90055,15.621108128588157,10.0,358.4443500424808,583.7890625,1.1368683772161603e-13,2.0,0.02655701868625321,1.0,0.8
34809,4.021,0.949,2.454,1.54,0.65,4.273,29.26,-2.0,3.0,16.0,-2.0,3.0,16.0,21.166,40.9,359.0,584.86,375.0,571.0,2545.0,2513.0,5.88601,15.621108128588157,10.0,358.4443500424808,583.7890625,1.1368683772161603e-13,2.0,0.08126796657851777,1.0,0.8
34953,5.361,0.276,0.634,3.942,0.792,3.106,50.47,13.0,21.0,12.0,13.0,21.0,12.0,18.475,30.0,394.0,219.39,410.0,210.16,695.0,406.0,5.9003,23.05840250733663,29.0,409.9932030586236,209.35058593750003,2.842170943040401e-14,2.0,0.12298916911937739,1.0,0.4
35050,3.942,0.792,3.106,4.882,0.263,0.905,40.06,-20.0,9.0,-7.0,-20.0,9.0,-7.0,7.572,37.6,410.0,210.16,416.0,205.54,406.0,623.0,5.1644,18.756466128342655,29.0,409.9932030586236,209.3505859375,0.0,2.0,0.163909275614544,1.0,1.0
35068,3.489,0.024,2.841,3.694,0.154,2.546,9.14,6.0,4.0,5.0,6.0,4.0,5.0,11.719,99.8,415.0,234.98,417.0,246.53,781.0,948.0,3.78891,28.0541769474418,29.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.3
35069,3.694,0.154,2.546,5.361,0.276,0.634,24.12,-18.0,5.0,15.0,-18.0,5.0,15.0,12.22,10.9,415.0,234.98,427.0,232.67,948.0,695.0,4.87604,20.057222960241337,29.0,429.8873880171644,231.45921924446202,3.1721878069636555,1.0,0.31440877503854453,1.0,0.9
35085,1.018,0.722,4.914,3.942,0.792,3.106,23.47,-11.0,-2.0,21.0,-11.0,-2.0,21.0,18.903,102.2,417.0,179.56,421.0,198.03,405.0,406.0,5.47292,19.635983321532024,29.0,421.67233662377697,200.71757208440698,3.4467219663340396,1.0,0.27579845869524167,1.0,1.0
35179,3.694,0.154,2.546,4.734,0.564,0.869,47.83,-6.0,8.0,13.0,-6.0,8.0,13.0,17.01,100.2,438.0,240.18,441.0,256.92,948.0,734.0,5.86806,26.751642704380284,29.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.3
35188,1.018,0.722,4.914,0.131,0.319,6.197,42.57,-1.0,23.0,-19.0,-1.0,23.0,-19.0,17.088,114.2,440.0,174.36,447.0,189.95,405.0,370.0,4.25323,27.31918298661389,29.0,445.9575191163977,189.01367187500014,1.8198773652309366e-13,2.0,0.02309955680524466,1.0,0.3
35215,1.018,0.722,4.914,5.614,0.704,1.467,58.08,-16.0,-21.0,-11.0,-16.0,-21.0,-11.0,9.866,95.8,447.0,189.95,448.0,199.76,405.0,382.0,5.01356,20.323105268456885,29.0,445.9575191163977,189.01367187500006,1.2710574864626038e-13,2.0,0.2134380233441028,1.0,0.9
35216,5.614,0.704,1.467,4.038,0.805,2.367,40.31,-15.0,1.0,11.0,-15.0,1.0,11.0,9.165,130.9,448.0,199.76,454.0,206.69,382.0,557.0,5.76425,20.323105268456885,29.0,-1.0,-1.0,-1.0,0.0,0.1984093007711192,1.0,0.9
35242,0.131,0.319,6.197,2.554,0.621,4.513,57.36,-17.0,18.0,17.0,-17.0,18.0,17.0,12.858,21.1,453.0,187.64,465.0,183.02,370.0,415.0,4.29275,32.56632609384134,29.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.05
35243,2.554,0.621,4.513,5.614,0.704,1.467,18.1,-12.0,-23.0,-11.0,-12.0,-23.0,-11.0,11.136,8.9,453.0,187.64,464.0,185.91,415.0,382.0,5.8897,32.56632609384134,29.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.05
35252,5.614,0.704,1.467,4.13,0.982,2.409,31.21,-20.0,-1.0,9.0,-20.0,-1.0,9.0,8.718,143.4,454.0,206.69,461.0,211.89,382.0,654.0,5.80711,21.60683380087448,29.0,460.3432455395072,211.7431640625,0.0,2.0,0.14458665787514433,1.0,0.5
35295,5.614,0.704,1.467,4.734,0.564,0.869,33.21,18.0,-13.0,-10.0,18.0,-13.0,-10.0,43.879,163.2,461.0,211.89,503.0,224.59,382.0,734.0,5.72915,27.59858169415963,29.0,460.3432455395072,211.7431640625,0.0,2.0,0.0,1.0,0.4
35823,2.434,0.68,4.255,2.19,0.571,4.316,12.93,-23.0,5.0,18.0,-23.0,5.0,18.0,8.0,60.0,581.0,343.52,585.0,336.6,1684.0,1750.0,5.80178,5.358990322383586,22.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
36136,3.797,0.406,2.42,3.992,0.361,2.114,8.7,-15.0,2.0,22.0,-15.0,2.0,22.0,10.0,120.0,644.0,607.37,649.0,616.03,2698.0,2699.0,5.34483,11.971974044734436,6.0,-1.0,-1.0,-1.0,0.0,0.23280580792946076,1.0,0.9
36172,3.797,0.406,2.42,3.281,0.566,3.08,19.92,13.0,-9.0,-11.0,13.0,-9.0,-11.0,8.0,120.0,652.0,635.09,656.0,642.01,2698.0,2831.0,5.77783,10.704449006783518,6.0,-1.0,-1.0,-1.0,0.0,0.2718672396794482,1.0,1.0
36193,5.895,0.746,0.497,5.786,0.781,0.681,7.68,3.0,18.0,-23.0,3.0,18.0,-23.0,10.066,126.6,658.0,610.84,664.0,618.92,2717.0,2571.0,5.75582,9.354943570464066,6.0,-1.0,-1.0,-1.0,0.0,0.342316818597196,1.0,1.0
36263,1.56,0.807,4.063,5.786,0.781,0.681,22.39,11.0,-9.0,11.0,11.0,-9.0,11.0,14.422,133.9,674.0,635.09,684.0,645.48,2836.0,2571.0,5.83657,12.731914910825125,5.0,683.3220050977061,644.7998046875001,1.6077746776921858e-13,2.0,1.2760116489620522e-14,1.0,1.0
36303,3.952,0.566,2.386,5.786,0.781,0.681,31.17,27.0,0.0,7.0,27.0,0.0,7.0,34.176,174.2,684.0,645.48,718.0,648.94,2877.0,2571.0,4.04638,12.731914910825125,5.0,683.3220050977061,644.7998046875001,1.6077746776921858e-13,2.0,0.5326393009261946,1.0,1.0
36314,2.579,0.418,3.983,5.786,0.781,0.681,57.93,13.0,11.0,13.0,13.0,11.0,13.0,35.233,164.8,686.0,580.81,720.0,590.05,2449.0,2571.0,5.16743,9.590484282073135,9.0,-1.0,-1.0,-1.0,0.0,0.15126020754387381,1.0,1.0
36329,0.063,0.292,0.089,3.499,0.59,2.943,40.56,-16.0,1.0,-2.0,-16.0,1.0,-2.0,24.249,171.8,690.0,116.62,714.0,120.09,244.0,269.0,5.56199,6.45392110041922,33.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
36534,0.212,0.567,6.211,2.579,0.418,3.983,43.23,-21.0,-7.0,5.0,-21.0,-7.0,5.0,16.166,8.2,739.0,584.86,755.0,582.55,2581.0,2449.0,5.18505,11.30287913724277,9.0,-1.0,-1.0,-1.0,0.0,0.02195441098936071,1.0,0.9
36545,0.212,0.567,6.211,5.786,0.781,0.681,29.58,-3.0,23.0,-9.0,-3.0,23.0,-9.0,32.187,173.8,740.0,601.6,772.0,605.06,2581.0,2571.0,5.81902,15.242328951342612,9.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.9
36978,3.253,0.251,2.929,4.082,0.574,1.646,38.33,-2.0,17.0,19.0,-2.0,17.0,19.0,18.903,162.2,845.0,392.02,863.0,397.79,1823.0,1893.0,5.89038,5.358990322383586,17.0,866.8898683092608,398.8128662109375,5.21149085817086,2.0,0.7099841444969296,1.0,1.0
37088,3.253,0.251,2.929,4.082,0.574,1.646,38.33,-2.0,17.0,19.0,-2.0,17.0,19.0,16.042,4.1,873.0,398.95,889.0,397.79,1823.0,1893.0,4.24474,6.986317712194463,17.0,866.8898683092608,398.8128662109375,5.861393948901985,2.0,0.48189126385979536,1.0,1.0
37892,5.114,0.765,0.365,2.641,0.805,4.089,12.98,-9.0,13.0,-7.0,-9.0,13.0,-7.0,11.372,165.3,1054.0,195.14,1065.0,198.03,463.0,479.0,4.17823,16.07697096715086,30.0,-1.0,-1.0,-1.0,0.0,0.1615597214345081,1.0,1.0
